date,close,cash,shares,position_value,equity
2025-09-08,1180.0,1099.4663110000547,824,972320.0,973419.466311
2025-09-09,1200.0,1099.4663110000547,824,988800.0,989899.466311
2025-09-10,1225.0,1099.4663110000547,824,1009400.0,1010499.466311
2025-09-11,1240.0,1099.4663110000547,824,1021760.0,1022859.466311
2025-09-12,1260.0,1099.4663110000547,824,1038240.0,1039339.466311
2025-09-15,1255.0,1099.4663110000547,824,1034120.0,1035219.466311
2025-09-16,1280.0,1099.4663110000547,824,1054720.0,1055819.466311
2025-09-17,1265.0,1099.4663110000547,824,1042360.0,1043459.466311
2025-09-18,1285.0,1099.4663110000547,824,1058840.0,1059939.466311
2025-09-19,1265.0,1099.4663110000547,824,1042360.0,1043459.466311
2025-09-22,1295.0,1099.4663110000547,824,1067080.0,1068179.466311
2025-09-23,1340.0,1099.4663110000547,824,1104160.0,1105259.466311
2025-09-24,1340.0,1099.4663110000547,824,1104160.0,1105259.466311
2025-09-25,1320.0,1099.4663110000547,824,1087680.0,1088779.466311
2025-09-26,1300.0,1099.4663110000547,824,1071200.0,1072299.466311
2025-09-30,1305.0,1099.4663110000547,824,1075320.0,1076419.466311
2025-10-01,1325.0,1099.4663110000547,824,1091800.0,1092899.466311
2025-10-02,1365.0,1099.4663110000547,824,1124760.0,1125859.466311
2025-10-03,1400.0,1099.4663110000547,824,1153600.0,1154699.466311
2025-10-07,1435.0,1099.4663110000547,824,1182440.0,1183539.466311
2025-10-08,1415.0,1099.4663110000547,824,1165960.0,1167059.466311
2025-10-09,1440.0,1099.4663110000547,824,1186560.0,1187659.466311
2025-10-13,1415.0,1099.4663110000547,824,1165960.0,1167059.466311
2025-10-14,1425.0,1099.4663110000547,824,1174200.0,1175299.466311
2025-10-15,1465.0,1099.4663110000547,824,1207160.0,1208259.466311
2025-10-16,1485.0,1099.4663110000547,824,1223640.0,1224739.466311
2025-10-17,1450.0,1099.4663110000547,824,1194800.0,1195899.466311
2025-10-20,1480.0,1099.4663110000547,824,1219520.0,1220619.466311
2025-10-21,1480.0,1099.4663110000547,824,1219520.0,1220619.466311
2025-10-22,1460.0,1099.4663110000547,824,1203040.0,1204139.466311
2025-10-23,1450.0,1099.4663110000547,824,1194800.0,1195899.466311
2025-10-27,1480.0,1099.4663110000547,824,1219520.0,1220619.466311
2025-10-28,1475.0,1099.4663110000547,824,1215400.0,1216499.466311
2025-10-29,1505.0,1099.4663110000547,824,1240120.0,1241219.466311
2025-10-30,1505.0,1099.4663110000547,824,1240120.0,1241219.466311
2025-10-31,1500.0,1099.4663110000547,824,1236000.0,1237099.466311
2025-11-03,1510.0,1099.4663110000547,824,1244240.0,1245339.466311
2025-11-04,1505.0,1099.4663110000547,824,1240120.0,1241219.466311
2025-11-05,1460.0,1099.4663110000547,824,1203040.0,1204139.466311
2025-11-06,1465.0,1099.4663110000547,824,1207160.0,1208259.466311
2025-11-07,1460.0,1099.4663110000547,824,1203040.0,1204139.466311
2025-11-10,1475.0,1099.4663110000547,824,1215400.0,1216499.466311
2025-11-11,1465.0,1099.4663110000547,824,1207160.0,1208259.466311
2025-11-12,1475.0,1099.4663110000547,824,1215400.0,1216499.466311
2025-11-13,1460.0,1099.4663110000547,824,1203040.0,1204139.466311
2025-11-14,1430.0,1099.4663110000547,824,1178320.0,1179419.466311
2025-11-17,1445.0,1099.4663110000547,824,1190680.0,1191779.466311
2025-11-18,1405.0,1099.4663110000547,824,1157720.0,1158819.466311
2025-11-19,1395.0,1099.4663110000547,824,1149480.0,1150579.466311
2025-11-20,1455.0,1099.4663110000547,824,1198920.0,1200019.466311
2025-11-21,1385.0,1136721.3843045002,0,0.0,1136721.3843045002
2025-11-24,1375.0,1136721.3843045002,0,0.0,1136721.3843045002
2025-11-25,1415.0,1136721.3843045002,0,0.0,1136721.3843045002
2025-11-26,1440.0,1259.0128425001167,787,1133280.0,1134539.0128425001
2025-11-27,1435.0,1259.0128425001167,787,1129345.0,1130604.0128425001
2025-11-28,1440.0,1259.0128425001167,787,1133280.0,1134539.0128425001
2025-12-01,1410.0,1105466.3432373751,0,0.0,1105466.3432373751
2025-12-02,1430.0,1105466.3432373751,0,0.0,1105466.3432373751
