"date","code","name","sector","change_percent","total_score","liquidity","volatility","momentum","warnings"
"2025-10-07","2603","2603","unknown","-0.277","50.07","50","0.28","0.2274",""
"2025-10-07","2609","2609","unknown","-0.3846","49.39","50","0.38","-0.5654",""
"2025-10-07","2615","2615","unknown","0","49.85","50","0","-0.1882",""
"2025-10-08","2317","2317","unknown","-1.5317","50.05","50","1.53","0.8303",""
"2025-10-08","2330","2330","unknown","-1.3937","50.76","50","1.39","1.6444",""
"2025-10-08","2454","2454","unknown","0.7547","49.95","50","0.75","0.3176",""
"2025-10-08","2603","2603","unknown","-0.2778","49.94","50","0.28","0.0595",""
"2025-10-08","2609","2609","unknown","-0.193","49.53","50","0.19","-0.4914",""
"2025-10-08","2615","2615","unknown","0.4082","49.73","50","0.41","-0.1336",""
"2025-10-09","2317","2317","unknown","-1.5556","49.57","50","1.56","0.2414",""
"2025-10-09","2330","2330","unknown","1.7668","50.65","50","1.77","1.6912",""
"2025-10-09","2454","2454","unknown","0.7491","50.44","50","0.75","0.9237",""
"2025-10-09","2603","2603","unknown","-0.5571","49.87","50","0.56","0.1157",""
"2025-10-09","2609","2609","unknown","-0.7737","49.38","50","0.77","-0.382",""
"2025-10-09","2615","2615","unknown","0.542","49.81","50","0.54","0.0287",""
"2025-10-13","2317","2317","unknown","-3.8375","47.57","50","3.84","-1.1197",""
"2025-10-13","2330","2330","unknown","-1.7361","49.9","50","1.74","0.7402",""
"2025-10-13","2454","2454","unknown","-2.2305","49.55","50","2.23","0.5554",""
"2025-10-13","2603","2603","unknown","0.2801","50.03","50","0.28","0.1717",""
"2025-10-13","2609","2609","unknown","0.5848","49.8","50","0.58","0.0409",""
"2025-10-13","2615","2615","unknown","2.6954","49.55","50","2.7","0.7837",""
"2025-10-14","2317","2317","unknown","-3.2864","47.19","50","3.29","-1.8656",""
"2025-10-14","2330","2330","unknown","0.7067","50.01","50","0.71","0.3687",""
"2025-10-14","2454","2454","unknown","-0.7605","49.52","50","0.76","-0.2217",""
"2025-10-14","2603","2603","unknown","5.5866","48.53","50","5.59","0.951",""
"2025-10-14","2609","2609","unknown","9.8837","47.51","50","9.88","1.8234",""
"2025-10-14","2615","2615","unknown","9.9738","48.19","50","9.97","2.7239",""
"2025-10-15","2317","2317","unknown","0.2427","48.31","50","0.24","-1.9937",""
"2025-10-15","2330","2330","unknown","2.807","49.22","50","2.81","0.4301",""
"2025-10-15","2454","2454","unknown","0.7663","49.58","50","0.77","-0.1442",""
"2025-10-15","2603","2603","unknown","-2.6455","49.32","50","2.65","0.4773",""
"2025-10-15","2609","2609","unknown","-6.1728","48.06","50","6.17","0.6658",""
"2025-10-15","2615","2615","unknown","-3.938","49.97","50","3.94","1.9363",""
"2025-10-16","2317","2317","unknown","7.9903","46.73","50","7.99","-0.0893",""
"2025-10-16","2330","2330","unknown","1.3652","50.24","50","1.37","0.9819",""
"2025-10-16","2454","2454","unknown","1.1407","49.49","50","1.14","-0.067",""
"2025-10-16","2603","2603","unknown","0.8152","50.23","50","0.82","0.6959",""
"2025-10-16","2609","2609","unknown","0.188","50.52","50","0.19","0.742",""
"2025-10-16","2615","2615","unknown","-1.2422","50.79","50","1.24","1.6062",""
"2025-10-17","2317","2317","unknown","1.5695","49.8","50","1.57","0.5357",""
"2025-10-17","2330","2330","unknown","-2.3569","49.18","50","2.36","0.1572",""
"2025-10-17","2454","2454","unknown","0","49.83","50","0","-0.2168",""
"2025-10-17","2603","2603","unknown","0.5391","50.52","50","0.54","0.9151",""
"2025-10-17","2609","2609","unknown","1.5009","50.36","50","1.5","1.1969",""
"2025-10-17","2615","2615","unknown","0.8805","50.99","50","0.88","1.6739",""
"2025-10-20","2317","2317","unknown","5.298","49.77","50","5.3","2.3628",""
"2025-10-20","2330","2330","unknown","2.069","49.91","50","2.07","0.9182",""
"2025-10-20","2454","2454","unknown","0.7519","50","50","0.75","0.3797",""
"2025-10-20","2603","2603","unknown","-1.0724","50.09","50","1.07","0.6446",""
"2025-10-20","2609","2609","unknown","-0.1848","50.76","50","0.18","1.043",""
"2025-10-20","2615","2615","unknown","-1.1222","50.28","50","1.12","0.9104",""
"2025-10-21","2317","2317","unknown","0.2096","52.37","50","0.21","3.062",""
"2025-10-21","2330","2330","unknown","0","50.62","50","0","0.7769",""
"2025-10-21","2454","2454","unknown","0","50.43","50","0","0.5318",""
"2025-10-21","2603","2603","unknown","-1.355","48.86","50","1.36","-0.7437",""
"2025-10-21","2609","2609","unknown","-0.3704","49.05","50","0.37","-1.0078",""
"2025-10-21","2615","2615","unknown","-1.8916","48.07","50","1.89","-1.4627",""
"2025-10-22","2317","2317","unknown","1.4644","52.06","50","1.46","3.3064",""
"2025-10-22","2330","2330","unknown","-1.3514","49.42","50","1.35","-0.0548",""
"2025-10-22","2454","2454","unknown","-0.7463","49.88","50","0.75","0.2293",""
"2025-10-22","2603","2603","unknown","0.2747","49.76","50","0.27","-0.1597",""
"2025-10-22","2609","2609","unknown","0.1859","50.14","50","0.19","0.2639",""
"2025-10-22","2615","2615","unknown","0.1285","49.43","50","0.13","-0.6494",""
"2025-10-23","2317","2317","unknown","-1.4433","50.56","50","1.44","1.4197",""
"2025-10-23","2330","2330","unknown","-0.6849","49.35","50","0.68","-0.4648",""
"2025-10-23","2454","2454","unknown","-2.6316","48.53","50","2.63","-0.5252",""
"2025-10-23","2603","2603","unknown","1.3699","49.41","50","1.37","-0.0487",""
"2025-10-23","2609","2609","unknown","0.1855","50.14","50","0.19","0.2634",""
"2025-10-23","2615","2615","unknown","-1.1553","49.03","50","1.16","-0.632",""
"2025-10-27","2317","2317","unknown","3.1381","50.13","50","3.14","1.7334",""
"2025-10-27","2330","2330","unknown","2.069","49.51","50","2.07","0.4203",""
"2025-10-27","2454","2454","unknown","3.0888","48.84","50","3.09","0.0926",""
"2025-10-27","2603","2603","unknown","0.2703","49.81","50","0.27","-0.1025",""
"2025-10-27","2609","2609","unknown","0.5556","49.84","50","0.56","0.0743",""
"2025-10-27","2615","2615","unknown","0.3896","49.26","50","0.39","-0.7302",""
"2025-10-28","2317","2317","unknown","1.4199","50.2","50","1.42","0.9577",""
"2025-10-28","2330","2330","unknown","-0.3378","49.82","50","0.34","-0.061",""
"2025-10-28","2454","2454","unknown","-1.4981","49.11","50","1.5","-0.3574",""
"2025-10-28","2603","2603","unknown","1.0782","49.83","50","1.08","0.3276",""
"2025-10-28","2609","2609","unknown","1.4733","49.74","50","1.47","0.406",""
"2025-10-28","2615","2615","unknown","0.6468","49.44","50","0.65","-0.3764",""
"2025-10-29","2317","2317","unknown","4","49.77","50","4","1.7158",""
"2025-10-29","2330","2330","unknown","2.0339","49.46","50","2.03","0.3457",""
"2025-10-29","2454","2454","unknown","-1.1407","49.08","50","1.14","-0.5856",""
"2025-10-29","2603","2603","unknown","1.3333","50.16","50","1.33","0.8653",""
"2025-10-29","2609","2609","unknown","2.5408","49.77","50","2.54","0.9882",""
"2025-10-29","2615","2615","unknown","2.1851","49.48","50","2.19","0.4389",""
"2025-10-30","2317","2317","unknown","0.7692","50.95","50","0.77","1.5768",""
"2025-10-30","2330","2330","unknown","0","50.49","50","0","0.616",""
"2025-10-30","2454","2454","unknown","0.7692","49.47","50","0.77","-0.2825",""
"2025-10-30","2603","2603","unknown","3.1579","49.89","50","3.16","1.4419",""
"2025-10-30","2609","2609","unknown","6.1947","49.27","50","6.19","2.19",""
"2025-10-30","2615","2615","unknown","9.9371","47.95","50","9.94","2.4007",""
"2025-10-31","2317","2317","unknown","-1.7176","50.53","50","1.72","1.5219",""
"2025-10-31","2330","2330","unknown","-0.3322","50.42","50","0.33","0.6866",""
"2025-10-31","2454","2454","unknown","0","50.2","50","0","0.2438",""
"2025-10-31","2603","2603","unknown","-1.2755","50.22","50","1.28","0.9128",""
"2025-10-31","2609","2609","unknown","-4.1667","49.39","50","4.17","1.3195",""
"2025-10-31","2615","2615","unknown","-6.0641","48.71","50","6.06","1.4189",""
"2025-11-03","2317","2317","unknown","-2.3301","49.41","50","2.33","0.4283",""
"2025-11-03","2330","2330","unknown","0.6667","50.06","50","0.67","0.4061",""
"2025-11-03","2454","2454","unknown","-0.7634","49.27","50","0.76","-0.5266",""
"2025-11-03","2603","2603","unknown","-0.2584","50.54","50","0.26","0.8071",""
"2025-11-03","2609","2609","unknown","-1.7391","49.99","50","1.74","0.8606",""
"2025-11-03","2615","2615","unknown","-0.1218","51","50","0.12","1.3166",""
"2025-11-04","2317","2317","unknown","-2.9821","48.45","50","2.98","-0.4521",""
"2025-11-04","2330","2330","unknown","-0.3311","50.19","50","0.33","0.4074",""
"2025-11-04","2454","2454","unknown","1.1538","49.54","50","1.15","0.0038",""
"2025-11-04","2603","2603","unknown","-2.5907","49.02","50","2.59","0.0733",""
"2025-11-04","2609","2609","unknown","-2.3009","49.16","50","2.3","0.1058",""
"2025-11-04","2615","2615","unknown","0.1219","50.92","50","0.12","1.2117",""
"2025-11-05","2317","2317","unknown","1.2295","48.7","50","1.23","-1.0062",""
"2025-11-05","2330","2330","unknown","-2.99","48.33","50","2.99","-0.5973",""
"2025-11-05","2454","2454","unknown","1.1407","49.91","50","1.14","0.4601",""
"2025-11-05","2603","2603","unknown","-1.3298","49.1","50","1.33","-0.4593",""
"2025-11-05","2609","2609","unknown","-1.2681","48.97","50","1.27","-0.656",""
"2025-11-05","2615","2615","unknown","-1.7052","49.66","50","1.71","0.4336",""
"2025-11-06","2317","2317","unknown","0.4049","48.97","50","0.4","-1.0791",""
"2025-11-06","2330","2330","unknown","0.3425","49.44","50","0.34","-0.5289",""
