date,close,cash,shares,position_value,equity
2026-01-06,1705.0,229.4438749998808,773,1317965.0,1318194.4438749999
2026-01-07,1675.0,229.4438749998808,773,1294775.0,1295004.4438749999
2026-01-08,1685.0,229.4438749998808,773,1302505.0,1302734.4438749999
2026-01-09,1680.0,229.4438749998808,773,1298640.0,1298869.4438749999
2026-01-12,1690.0,229.4438749998808,773,1306370.0,1306599.4438749999
2026-01-13,1710.0,229.4438749998808,773,1321830.0,1322059.4438749999
2026-01-14,1710.0,229.4438749998808,773,1321830.0,1322059.4438749999
2026-01-15,1690.0,229.4438749998808,773,1306370.0,1306599.4438749999
2026-01-16,1740.0,229.4438749998808,773,1345020.0,1345249.4438749999
2026-01-19,1760.0,229.4438749998808,773,1360480.0,1360709.4438749999
2026-01-20,1775.0,229.4438749998808,773,1372075.0,1372304.4438749999
2026-01-21,1740.0,229.4438749998808,773,1345020.0,1345249.4438749999
2026-01-22,1760.0,229.4438749998808,773,1360480.0,1360709.4438749999
2026-01-23,1770.0,229.4438749998808,773,1368210.0,1368439.4438749999
2026-01-26,1755.0,229.4438749998808,773,1356615.0,1356844.4438749999
2026-01-27,1780.0,229.4438749998808,773,1375940.0,1376169.4438749999
2026-01-28,1820.0,229.4438749998808,773,1406860.0,1407089.4438749999
2026-01-29,1805.0,229.4438749998808,773,1395265.0,1395494.4438749999
2026-01-30,1775.0,229.4438749998808,773,1372075.0,1372304.4438749999
2026-02-02,1765.0,229.4438749998808,773,1364345.0,1364574.4438749999
2026-02-03,1800.0,229.4438749998808,773,1391400.0,1391629.4438749999
2026-02-04,1785.0,229.4438749998808,773,1379805.0,1380034.4438749999
2026-02-05,1765.0,1358537.21725,0,0.0,1358537.21725
2026-02-06,1780.0,1358537.21725,0,0.0,1358537.21725
2026-02-09,1815.0,1358537.21725,0,0.0,1358537.21725
2026-02-10,1880.0,1358537.21725,0,0.0,1358537.21725
