rsi_period,buy_rsi,sell_rsi,cooldown_bars,trend_mode,sma_fast,sma_slow,trade_count,win_rate_pct,total_return_pct,max_drawdown_pct,sharpe,report
20,40,55,3,sma_cross,50,200,4,0.0,-7.78,-7.78,-1.4,reports/scan_tmp/report_2330_p20_b40_s55_c3_tsma_cross.md
20,40,55,3,close_above_slow,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s55_c3_tclose_above_slow.md
20,40,55,5,both,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s55_c5_tboth.md
20,40,55,5,sma_cross,50,200,4,0.0,-7.78,-7.78,-1.4,reports/scan_tmp/report_2330_p20_b40_s55_c5_tsma_cross.md
20,40,55,5,close_above_slow,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s55_c5_tclose_above_slow.md
20,40,60,0,both,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s60_c0_tboth.md
20,40,60,0,sma_cross,50,200,4,0.0,-7.78,-7.78,-1.4,reports/scan_tmp/report_2330_p20_b40_s60_c0_tsma_cross.md
20,40,60,0,close_above_slow,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s60_c0_tclose_above_slow.md
20,40,60,2,both,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s60_c2_tboth.md
20,40,60,2,sma_cross,50,200,4,0.0,-7.78,-7.78,-1.4,reports/scan_tmp/report_2330_p20_b40_s60_c2_tsma_cross.md
20,40,60,2,close_above_slow,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s60_c2_tclose_above_slow.md
20,40,60,3,both,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s60_c3_tboth.md
20,40,60,3,sma_cross,50,200,4,0.0,-7.78,-7.78,-1.4,reports/scan_tmp/report_2330_p20_b40_s60_c3_tsma_cross.md
20,40,60,3,close_above_slow,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s60_c3_tclose_above_slow.md
20,40,60,5,both,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s60_c5_tboth.md
20,40,60,5,sma_cross,50,200,4,0.0,-7.78,-7.78,-1.4,reports/scan_tmp/report_2330_p20_b40_s60_c5_tsma_cross.md
20,40,60,5,close_above_slow,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s60_c5_tclose_above_slow.md
20,40,65,0,both,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s65_c0_tboth.md
20,40,65,0,sma_cross,50,200,4,0.0,-7.78,-7.78,-1.4,reports/scan_tmp/report_2330_p20_b40_s65_c0_tsma_cross.md
20,40,65,0,close_above_slow,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s65_c0_tclose_above_slow.md
20,40,65,2,both,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s65_c2_tboth.md
20,40,65,2,sma_cross,50,200,4,0.0,-7.78,-7.78,-1.4,reports/scan_tmp/report_2330_p20_b40_s65_c2_tsma_cross.md
20,40,65,2,close_above_slow,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s65_c2_tclose_above_slow.md
20,40,65,3,both,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s65_c3_tboth.md
20,40,65,3,sma_cross,50,200,4,0.0,-7.78,-7.78,-1.4,reports/scan_tmp/report_2330_p20_b40_s65_c3_tsma_cross.md
20,40,65,3,close_above_slow,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s65_c3_tclose_above_slow.md
20,40,65,5,both,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s65_c5_tboth.md
20,40,65,5,sma_cross,50,200,4,0.0,-7.78,-7.78,-1.4,reports/scan_tmp/report_2330_p20_b40_s65_c5_tsma_cross.md
20,40,65,5,close_above_slow,50,200,1,0.0,-2.04,-2.04,-0.77,reports/scan_tmp/report_2330_p20_b40_s65_c5_tclose_above_slow.md
20,45,55,0,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c0_tboth.md
20,45,55,0,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c0_tsma_cross.md
20,45,55,0,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c0_tclose_above_slow.md
20,45,55,2,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c2_tboth.md
20,45,55,2,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c2_tsma_cross.md
20,45,55,2,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c2_tclose_above_slow.md
20,45,55,3,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c3_tboth.md
20,45,55,3,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c3_tsma_cross.md
20,45,55,3,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c3_tclose_above_slow.md
20,45,55,5,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c5_tboth.md
20,45,55,5,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c5_tsma_cross.md
20,45,55,5,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s55_c5_tclose_above_slow.md
20,45,60,0,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c0_tboth.md
20,45,60,0,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c0_tsma_cross.md
20,45,60,0,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c0_tclose_above_slow.md
20,45,60,2,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c2_tboth.md
20,45,60,2,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c2_tsma_cross.md
20,45,60,2,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c2_tclose_above_slow.md
20,45,60,3,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c3_tboth.md
20,45,60,3,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c3_tsma_cross.md
20,45,60,3,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c3_tclose_above_slow.md
20,45,60,5,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c5_tboth.md
20,45,60,5,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c5_tsma_cross.md
20,45,60,5,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s60_c5_tclose_above_slow.md
20,45,65,0,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c0_tboth.md
20,45,65,0,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c0_tsma_cross.md
20,45,65,0,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c0_tclose_above_slow.md
20,45,65,2,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c2_tboth.md
20,45,65,2,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c2_tsma_cross.md
20,45,65,2,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c2_tclose_above_slow.md
20,45,65,3,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c3_tboth.md
20,45,65,3,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c3_tsma_cross.md
20,45,65,3,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c3_tclose_above_slow.md
20,45,65,5,both,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c5_tboth.md
20,45,65,5,sma_cross,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c5_tsma_cross.md
20,45,65,5,close_above_slow,50,200,1,0.0,-2.46,-2.46,-0.76,reports/scan_tmp/report_2330_p20_b45_s65_c5_tclose_above_slow.md
20,50,55,0,both,50,200,8,25.0,11.77,-16.01,0.59,reports/scan_tmp/report_2330_p20_b50_s55_c0_tboth.md
20,50,55,0,sma_cross,50,200,8,25.0,11.77,-16.01,0.59,reports/scan_tmp/report_2330_p20_b50_s55_c0_tsma_cross.md
20,50,55,0,close_above_slow,50,200,8,25.0,11.77,-16.01,0.59,reports/scan_tmp/report_2330_p20_b50_s55_c0_tclose_above_slow.md
20,50,55,2,both,50,200,5,0.0,11.7,-14.23,0.63,reports/scan_tmp/report_2330_p20_b50_s55_c2_tboth.md
20,50,55,2,sma_cross,50,200,5,0.0,11.7,-14.23,0.63,reports/scan_tmp/report_2330_p20_b50_s55_c2_tsma_cross.md
20,50,55,2,close_above_slow,50,200,5,0.0,11.7,-14.23,0.63,reports/scan_tmp/report_2330_p20_b50_s55_c2_tclose_above_slow.md
20,50,55,3,both,50,200,5,20.0,15.2,-13.42,0.77,reports/scan_tmp/report_2330_p20_b50_s55_c3_tboth.md
20,50,55,3,sma_cross,50,200,5,20.0,15.2,-13.42,0.77,reports/scan_tmp/report_2330_p20_b50_s55_c3_tsma_cross.md
20,50,55,3,close_above_slow,50,200,5,20.0,15.2,-13.42,0.77,reports/scan_tmp/report_2330_p20_b50_s55_c3_tclose_above_slow.md
20,50,55,5,both,50,200,5,20.0,15.2,-13.42,0.77,reports/scan_tmp/report_2330_p20_b50_s55_c5_tboth.md
20,50,55,5,sma_cross,50,200,5,20.0,15.2,-13.42,0.77,reports/scan_tmp/report_2330_p20_b50_s55_c5_tsma_cross.md
20,50,55,5,close_above_slow,50,200,5,20.0,15.2,-13.42,0.77,reports/scan_tmp/report_2330_p20_b50_s55_c5_tclose_above_slow.md
20,50,60,0,both,50,200,8,37.5,-9.91,-17.19,-0.53,reports/scan_tmp/report_2330_p20_b50_s60_c0_tboth.md
20,50,60,0,sma_cross,50,200,8,37.5,-9.91,-17.19,-0.53,reports/scan_tmp/report_2330_p20_b50_s60_c0_tsma_cross.md
20,50,60,0,close_above_slow,50,200,8,37.5,-9.91,-17.19,-0.53,reports/scan_tmp/report_2330_p20_b50_s60_c0_tclose_above_slow.md
20,50,60,2,both,50,200,6,33.33,-8.43,-15.15,-0.49,reports/scan_tmp/report_2330_p20_b50_s60_c2_tboth.md
20,50,60,2,sma_cross,50,200,6,33.33,-8.43,-15.15,-0.49,reports/scan_tmp/report_2330_p20_b50_s60_c2_tsma_cross.md
20,50,60,2,close_above_slow,50,200,6,33.33,-8.43,-15.15,-0.49,reports/scan_tmp/report_2330_p20_b50_s60_c2_tclose_above_slow.md
20,50,60,3,both,50,200,6,50.0,-6.83,-14.36,-0.36,reports/scan_tmp/report_2330_p20_b50_s60_c3_tboth.md
20,50,60,3,sma_cross,50,200,6,50.0,-6.83,-14.36,-0.36,reports/scan_tmp/report_2330_p20_b50_s60_c3_tsma_cross.md
20,50,60,3,close_above_slow,50,200,6,50.0,-6.83,-14.36,-0.36,reports/scan_tmp/report_2330_p20_b50_s60_c3_tclose_above_slow.md
20,50,60,5,both,50,200,6,50.0,-6.83,-14.36,-0.36,reports/scan_tmp/report_2330_p20_b50_s60_c5_tboth.md
20,50,60,5,sma_cross,50,200,6,50.0,-6.83,-14.36,-0.36,reports/scan_tmp/report_2330_p20_b50_s60_c5_tsma_cross.md
20,50,60,5,close_above_slow,50,200,6,50.0,-6.83,-14.36,-0.36,reports/scan_tmp/report_2330_p20_b50_s60_c5_tclose_above_slow.md
20,50,65,0,both,50,200,7,28.57,5.21,-17.06,0.28,reports/scan_tmp/report_2330_p20_b50_s65_c0_tboth.md
20,50,65,0,sma_cross,50,200,7,28.57,5.21,-17.06,0.28,reports/scan_tmp/report_2330_p20_b50_s65_c0_tsma_cross.md
20,50,65,0,close_above_slow,50,200,7,28.57,5.21,-17.06,0.28,reports/scan_tmp/report_2330_p20_b50_s65_c0_tclose_above_slow.md
20,50,65,2,both,50,200,5,20.0,6.93,-15.03,0.37,reports/scan_tmp/report_2330_p20_b50_s65_c2_tboth.md
20,50,65,2,sma_cross,50,200,5,20.0,6.93,-15.03,0.37,reports/scan_tmp/report_2330_p20_b50_s65_c2_tsma_cross.md
20,50,65,2,close_above_slow,50,200,5,20.0,6.93,-15.03,0.37,reports/scan_tmp/report_2330_p20_b50_s65_c2_tclose_above_slow.md
20,50,65,3,both,50,200,5,40.0,8.81,-14.23,0.44,reports/scan_tmp/report_2330_p20_b50_s65_c3_tboth.md
20,50,65,3,sma_cross,50,200,5,40.0,8.81,-14.23,0.44,reports/scan_tmp/report_2330_p20_b50_s65_c3_tsma_cross.md
20,50,65,3,close_above_slow,50,200,5,40.0,8.81,-14.23,0.44,reports/scan_tmp/report_2330_p20_b50_s65_c3_tclose_above_slow.md
20,50,65,5,both,50,200,5,40.0,8.81,-14.23,0.44,reports/scan_tmp/report_2330_p20_b50_s65_c5_tboth.md
20,50,65,5,sma_cross,50,200,5,40.0,8.81,-14.23,0.44,reports/scan_tmp/report_2330_p20_b50_s65_c5_tsma_cross.md
20,50,65,5,close_above_slow,50,200,5,40.0,8.81,-14.23,0.44,reports/scan_tmp/report_2330_p20_b50_s65_c5_tclose_above_slow.md
