"date","close"
"2025-08-13","90.0999984741211"
"2025-08-14","89.5999984741211"
"2025-08-15","88.5"
"2025-08-18","88.4000015258789"
"2025-08-19","85.5"
"2025-08-20","86.5"
"2025-08-21","85.6999969482422"
"2025-08-22","84.0999984741211"
"2025-08-25","83.8000030517578"
"2025-08-26","83.5999984741211"
"2025-08-27","83.4000015258789"
"2025-08-28","84.0999984741211"
"2025-08-29","82.8000030517578"
"2025-09-01","81.4000015258789"
"2025-09-02","80.5999984741211"
"2025-09-03","80.6999969482422"
"2025-09-04","82.4000015258789"
"2025-09-05","82.1999969482422"
"2025-09-08","82.1999969482422"
"2025-09-09","81.1999969482422"
"2025-09-10","80.9000015258789"
"2025-09-11","79"
"2025-09-12","80"
"2025-09-15","79.5999984741211"
"2025-09-16","80.4000015258789"
"2025-09-17","80.1999969482422"
"2025-09-18","80.9000015258789"
"2025-09-19","81.5"
"2025-09-22","79.3000030517578"
"2025-09-23","77.9000015258789"
"2025-09-24","76.8000030517578"
"2025-09-25","76.1999969482422"
"2025-09-26","74.1999969482422"
"2025-09-30","74.3000030517578"
"2025-10-01","74.0999984741211"
"2025-10-02","73.3000030517578"
"2025-10-03","73.5"
"2025-10-07","73.5"
"2025-10-08","73.8000030517578"
"2025-10-09","74.1999969482422"
"2025-10-13","76.1999969482422"
"2025-10-14","83.8000030517578"
"2025-10-15","80.5"
"2025-10-16","79.5"
"2025-10-17","80.1999969482422"
"2025-10-20","79.3000030517578"
"2025-10-21","77.8000030517578"
"2025-10-22","77.9000015258789"
"2025-10-23","77"
"2025-10-27","77.3000030517578"
"2025-10-28","77.8000030517578"
"2025-10-29","79.5"
"2025-10-30","87.4000015258789"
"2025-10-31","82.0999984741211"
"2025-11-03","82"
"2025-11-04","82.0999984741211"
"2025-11-05","80.6999969482422"
"2025-11-06","82.9000015258789"
"2025-11-07","82.5999984741211"
"2025-11-10","80"
"2025-11-11","79.0999984741211"
"2025-11-12","81.5999984741211"
"2025-11-13","83.8000030517578"
"2025-11-14","82.5"
"2025-11-17","81.4000015258789"
"2025-11-18","83.3000030517578"
"2025-11-19","82.5"
"2025-11-20","81.8000030517578"
"2025-11-21","79.6999969482422"
"2025-11-24","79.5"
"2025-11-25","78.5"
"2025-11-26","82.6999969482422"
"2025-11-27","81.4000015258789"
"2025-11-28","80.5999984741211"
"2025-12-01","81.1999969482422"
"2025-12-02","80.8000030517578"
"2025-12-03","80.5"
"2025-12-04","80.5"
"2025-12-05","79.6999969482422"
"2025-12-08","78.9000015258789"
"2025-12-09","78.6999969482422"
"2025-12-10","78.5999984741211"
"2025-12-11","78.4000015258789"
"2025-12-12","78.1999969482422"
"2025-12-15","78.6999969482422"
"2025-12-16","78.0999984741211"
"2025-12-17","78"
"2025-12-18","76.4000015258789"
"2025-12-19","78"
"2025-12-22","78.1999969482422"
"2025-12-23","78.5"
"2025-12-24","78.6999969482422"
"2025-12-26","79.8000030517578"
"2025-12-29","80.1999969482422"
"2025-12-30","79.5"
"2025-12-31","78.8000030517578"
"2026-01-02","79.5999984741211"
"2026-01-05","78.4000015258789"
"2026-01-06","78.1999969482422"
"2026-01-07","80.5"
"2026-01-08","79.1999969482422"
"2026-01-09","79.1999969482422"
"2026-01-12","79.5999984741211"
"2026-01-13","78.9000015258789"
"2026-01-14","78.8000030517578"
"2026-01-15","78.6999969482422"
"2026-01-16","77.1999969482422"
"2026-01-19","76"
"2026-01-20","76.5999984741211"
"2026-01-21","76"
"2026-01-22","76.5999984741211"
"2026-01-23","75.6999969482422"
"2026-01-26","74.9000015258789"
"2026-01-27","74"
"2026-01-28","74.9000015258789"
"2026-01-29","74.3000030517578"
"2026-01-30","73.5"
"2026-02-02","73.5"
"2026-02-03","73.5999984741211"
"2026-02-04","75"
"2026-02-05","74.8000030517578"
"2026-02-06","73.9000015258789"
"2026-02-09","73.8000030517578"
"2026-02-10","74.5"
"2026-02-11","75"
