"date","close"
"2025-08-13","61.5999984741211"
"2025-08-14","61.5999984741211"
"2025-08-15","61.2000007629395"
"2025-08-18","61"
"2025-08-19","60.2999992370605"
"2025-08-20","60.4000015258789"
"2025-08-21","60.5999984741211"
"2025-08-22","59.5999984741211"
"2025-08-25","59.2000007629395"
"2025-08-26","59"
"2025-08-27","58.5999984741211"
"2025-08-28","58.7999992370605"
"2025-08-29","57.7000007629395"
"2025-09-01","57.2000007629395"
"2025-09-02","56.9000015258789"
"2025-09-03","57.4000015258789"
"2025-09-04","58"
"2025-09-05","57.9000015258789"
"2025-09-08","57.7000007629395"
"2025-09-09","57.0999984741211"
"2025-09-10","56.7999992370605"
"2025-09-11","55.5"
"2025-09-12","56.5"
"2025-09-15","56"
"2025-09-16","56"
"2025-09-17","56.0999984741211"
"2025-09-18","56.0999984741211"
"2025-09-19","57.0999984741211"
"2025-09-22","55.9000015258789"
"2025-09-23","55.2000007629395"
"2025-09-24","55"
"2025-09-25","55"
"2025-09-26","53.2999992370605"
"2025-09-30","53"
"2025-10-01","52.2999992370605"
"2025-10-02","51.5"
"2025-10-03","52"
"2025-10-07","51.7999992370605"
"2025-10-08","51.7000007629395"
"2025-10-09","51.2999992370605"
"2025-10-13","51.5999984741211"
"2025-10-14","56.7000007629395"
"2025-10-15","53.2000007629395"
"2025-10-16","53.2999992370605"
"2025-10-17","54.0999984741211"
"2025-10-20","54"
"2025-10-21","53.7999992370605"
"2025-10-22","53.9000015258789"
"2025-10-23","54"
"2025-10-27","54.2999992370605"
"2025-10-28","55.0999984741211"
"2025-10-29","56.5"
"2025-10-30","60"
"2025-10-31","57.5"
"2025-11-03","56.5"
"2025-11-04","55.2000007629395"
"2025-11-05","54.5"
"2025-11-06","55"
"2025-11-07","54.2999992370605"
"2025-11-10","53"
"2025-11-11","52.7000007629395"
"2025-11-12","54.0999984741211"
"2025-11-13","54.2000007629395"
"2025-11-14","53.7000007629395"
"2025-11-17","53.0999984741211"
"2025-11-18","51.5999984741211"
"2025-11-19","51.5"
"2025-11-20","51.5999984741211"
"2025-11-21","51"
"2025-11-24","52.2999992370605"
"2025-11-25","51.2999992370605"
"2025-11-26","52.5"
"2025-11-27","52.0999984741211"
"2025-11-28","52"
"2025-12-01","52.4000015258789"
"2025-12-02","52"
"2025-12-03","51.9000015258789"
"2025-12-04","52.5"
"2025-12-05","51.7000007629395"
"2025-12-08","51.2000007629395"
"2025-12-09","50.4000015258789"
"2025-12-10","50.5999984741211"
"2025-12-11","50.7000007629395"
"2025-12-12","50.7999992370605"
"2025-12-15","51.2999992370605"
"2025-12-16","51.5"
"2025-12-17","51.5999984741211"
"2025-12-18","50.7000007629395"
"2025-12-19","52.2999992370605"
"2025-12-22","52.7000007629395"
"2025-12-23","52.7999992370605"
"2025-12-24","55.2999992370605"
"2025-12-26","56.0999984741211"
"2025-12-29","56.5999984741211"
"2025-12-30","56.2999992370605"
"2025-12-31","55.7000007629395"
"2026-01-02","56"
"2026-01-05","54.9000015258789"
"2026-01-06","55.5"
"2026-01-07","57.5999984741211"
"2026-01-08","56.2999992370605"
"2026-01-09","56.2000007629395"
"2026-01-12","56.0999984741211"
"2026-01-13","55.4000015258789"
"2026-01-14","55.4000015258789"
"2026-01-15","55.5"
"2026-01-16","54.5"
"2026-01-19","54"
"2026-01-20","55.0999984741211"
"2026-01-21","55.2000007629395"
"2026-01-22","55.5"
"2026-01-23","54.2999992370605"
"2026-01-26","54.2999992370605"
"2026-01-27","53.9000015258789"
"2026-01-28","54.7999992370605"
"2026-01-29","54.7000007629395"
"2026-01-30","53.4000015258789"
"2026-02-02","52.2999992370605"
"2026-02-03","52.4000015258789"
"2026-02-04","52.7999992370605"
"2026-02-05","52.7999992370605"
"2026-02-06","52.2000007629395"
"2026-02-09","52.2000007629395"
"2026-02-10","52.7999992370605"
"2026-02-11","53.2999992370605"
